hg38_ENSG00000235169	hg38_SMIM1
hg38_ENSG00000130764	hg38_LRRC47
hg38_ENSG00000272153	hg38_RP1-286D6.5
hg38_ENSG00000116198	hg38_CEP104
hg38_ENSG00000169598	hg38_DFFB
hg38_ENSG00000198912	hg38_C1orf174
hg38_ENSG00000236423	hg38_LINC01134
hg38_ENSG00000233304	hg38_LINC01346
hg38_ENSG00000226374	hg38_RP13-614K11.2
hg38_ENSG00000235054	hg38_RP5-1166F10.1
hg38_ENSG00000227169	hg38_RP1-37J18.1
hg38_ENSG00000232596	hg38_RP1-37J18.2
hg38_ENSG00000196581	hg38_AJAP1
hg38_ENSG00000231510	hg38_RP11-542C10.1
hg38_ENSG00000260972	hg38_RP1-58B11.1
hg38_ENSG00000236948	hg38_RP11-154H17.1
hg38_ENSG00000131697	hg38_NPHP4
hg38_ENSG00000069424	hg38_KCNAB2
hg38_ENSG00000116254	hg38_CHD5
hg38_ENSG00000116251	hg38_RPL22
hg38_ENSG00000226944	hg38_RP1-120G22.11
hg38_ENSG00000158286	hg38_RNF207
hg38_ENSG00000116237	hg38_ICMT
hg38_ENSG00000225077	hg38_LINC00337
hg38_ENSG00000173673	hg38_HES3
hg38_ENSG00000158292	hg38_GPR153
hg38_ENSG00000097021	hg38_ACOT7
hg38_ENSG00000271746	hg38_RP1-202O8.3
hg38_ENSG00000069812	hg38_HES2
hg38_ENSG00000187017	hg38_ESPN
hg38_ENSG00000231868	hg38_RP1-202O8.2
hg38_ENSG00000215788	hg38_TNFRSF25
hg38_ENSG00000171680	hg38_PLEKHG5
hg38_ENSG00000162408	hg38_NOL9
hg38_ENSG00000173662	hg38_TAS1R1
hg38_ENSG00000204859	hg38_ZBTB48
hg38_ENSG00000162413	hg38_KLHL21
hg38_ENSG00000116273	hg38_PHF13
hg38_ENSG00000041988	hg38_THAP3
hg38_ENSG00000007923	hg38_DNAJC11
hg38_ENSG00000228750	hg38_RP11-242F24.1
hg38_ENSG00000237436	hg38_RP11-312B8.1
hg38_ENSG00000171735	hg38_CAMTA1
hg38_ENSG00000237365	hg38_RP11-334N17.1
hg38_ENSG00000237728	hg38_RP3-453P22.2
hg38_ENSG00000225126	hg38_RP4-549F15.1
hg38_ENSG00000270171	hg38_RP11-338N10.1
hg38_ENSG00000270035	hg38_RP11-338N10.2
hg38_ENSG00000269978	hg38_RP11-338N10.3
hg38_ENSG00000049245	hg38_VAMP3
hg38_ENSG00000049246	hg38_PER3
hg38_ENSG00000236266	hg38_RP3-467L1.4
hg38_ENSG00000049247	hg38_UTS2
hg38_ENSG00000049249	hg38_TNFRSF9
hg38_ENSG00000116288	hg38_PARK7
hg38_ENSG00000116285	hg38_ERRFI1
hg38_ENSG00000238290	hg38_RP11-431K24.1
hg38_ENSG00000227634	hg38_RP11-431K24.3
hg38_ENSG00000233645	hg38_RP11-431K24.4
hg38_ENSG00000162426	hg38_SLC45A1
hg38_ENSG00000142599	hg38_RERE
hg38_ENSG00000232912	hg38_RP5-1115A15.1
hg38_ENSG00000228423	hg38_RP4-633I8.4
hg38_ENSG00000074800	hg38_ENO1
hg38_ENSG00000230679	hg38_ENO1-AS1
hg38_ENSG00000131686	hg38_CA6
hg38_ENSG00000197241	hg38_SLC2A7
hg38_ENSG00000142583	hg38_SLC2A5
hg38_ENSG00000180758	hg38_GPR157
hg38_ENSG00000228526	hg38_MIR34AHG
hg38_ENSG00000234546	hg38_RP3-510D11.2
hg38_ENSG00000281937	hg38_RP3-510D11.4
hg38_ENSG00000049239	hg38_H6PD
hg38_ENSG00000171621	hg38_SPSB1
hg38_ENSG00000235263	hg38_RP13-392I16.1
hg38_ENSG00000171612	hg38_SLC25A33
hg38_ENSG00000188807	hg38_TMEM201
hg38_ENSG00000171608	hg38_PIK3CD
hg38_ENSG00000179840	hg38_PIK3CD-AS1
hg38_ENSG00000231789	hg38_PIK3CD-AS2
hg38_ENSG00000171603	hg38_CLSTN1
hg38_ENSG00000280113	hg38_AL357140.1
hg38_ENSG00000178585	hg38_CTNNBIP1
hg38_ENSG00000223989	hg38_RP11-84A14.5
hg38_ENSG00000162441	hg38_LZIC
hg38_ENSG00000173614	hg38_NMNAT1
hg38_ENSG00000162444	hg38_RBP7
hg38_ENSG00000130939	hg38_UBE4B
hg38_ENSG00000054523	hg38_KIF1B
hg38_ENSG00000142657	hg38_PGD
hg38_ENSG00000271989	hg38_RP4-736L20.3
hg38_ENSG00000251503	hg38_APITD1-CORT
hg38_ENSG00000175279	hg38_APITD1
hg38_ENSG00000241563	hg38_CORT
hg38_ENSG00000160049	hg38_DFFA
hg38_ENSG00000203469	hg38_RP5-1113E3.3
hg38_ENSG00000142655	hg38_PEX14
hg38_ENSG00000130940	hg38_CASZ1
hg38_ENSG00000272078	hg38_RP4-734G22.3
hg38_ENSG00000175262	hg38_C1orf127
hg38_ENSG00000120948	hg38_TARDBP
hg38_ENSG00000277726	hg38_RP4-635E18.9
hg38_ENSG00000009724	hg38_MASP2
hg38_ENSG00000271895	hg38_RP4-635E18.8
hg38_ENSG00000116649	hg38_SRM
hg38_ENSG00000171824	hg38_EXOSC10
hg38_ENSG00000226849	hg38_RP4-635E18.7
hg38_ENSG00000230337	hg38_RP4-635E18.6
hg38_ENSG00000198793	hg38_MTOR
hg38_ENSG00000225602	hg38_MTOR-AS1
hg38_ENSG00000171819	hg38_ANGPTL7
hg38_ENSG00000120942	hg38_UBIAD1
hg38_ENSG00000204624	hg38_PTCHD2
hg38_ENSG00000235643	hg38_RP1-69M21.2
hg38_ENSG00000116661	hg38_FBXO2
hg38_ENSG00000132879	hg38_FBXO44
hg38_ENSG00000116663	hg38_FBXO6
hg38_ENSG00000116670	hg38_MAD2L2
hg38_ENSG00000162490	hg38_DRAXIN
hg38_ENSG00000177674	hg38_AGTRAP
hg38_ENSG00000215910	hg38_C1orf167
hg38_ENSG00000177553	hg38_RP11-56N19.5
hg38_ENSG00000177000	hg38_MTHFR
hg38_ENSG00000011021	hg38_CLCN6
hg38_ENSG00000242349	hg38_NPPA-AS1
hg38_ENSG00000175206	hg38_NPPA
hg38_ENSG00000120937	hg38_NPPB
hg38_ENSG00000116685	hg38_KIAA2013
hg38_ENSG00000083444	hg38_PLOD1
hg38_ENSG00000116688	hg38_MFN2
hg38_ENSG00000116691	hg38_MIIP
hg38_ENSG00000120949	hg38_TNFRSF8
hg38_ENSG00000028137	hg38_TNFRSF1B
hg38_ENSG00000048707	hg38_VPS13D
hg38_ENSG00000229484	hg38_RP5-888M10.2
hg38_ENSG00000162496	hg38_DHRS3
hg38_ENSG00000272482	hg38_RP11-474O21.5
hg38_ENSG00000204518	hg38_AADACL4
hg38_ENSG00000188984	hg38_AADACL3
hg38_ENSG00000157330	hg38_C1orf158
hg38_ENSG00000116726	hg38_PRAMEF12
hg38_ENSG00000116721	hg38_PRAMEF1
hg38_ENSG00000228338	hg38_RP5-845O24.8
hg38_ENSG00000239810	hg38_PRAMEF11
hg38_ENSG00000179172	hg38_HNRNPCL1
hg38_ENSG00000120952	hg38_PRAMEF2
hg38_ENSG00000243073	hg38_PRAMEF4
hg38_ENSG00000187545	hg38_PRAMEF10
hg38_ENSG00000204510	hg38_PRAMEF7
hg38_ENSG00000232423	hg38_PRAMEF6
hg38_ENSG00000274764	hg38_PRAMEF27
hg38_ENSG00000280267	hg38_PRAMEF26
hg38_ENSG00000229571	hg38_PRAMEF25
hg38_ENSG00000277058	hg38_HNRNPCL3
hg38_ENSG00000275774	hg38_HNRNPCL2
hg38_ENSG00000233336	hg38_RP13-221M14.2
hg38_ENSG00000179412	hg38_HNRNPCL4
hg38_ENSG00000204505	hg38_PRAMEF9
hg38_ENSG00000279804	hg38_PRAMEF18
hg38_ENSG00000270601	hg38_PRAMEF5
hg38_ENSG00000182330	hg38_PRAMEF8
hg38_ENSG00000204501	hg38_PRAMEF15
hg38_ENSG00000228229	hg38_RP11-219C24.10
hg38_ENSG00000204481	hg38_PRAMEF14
hg38_ENSG00000204480	hg38_PRAMEF19
hg38_ENSG00000204479	hg38_PRAMEF17
hg38_ENSG00000204478	hg38_PRAMEF20
hg38_ENSG00000162494	hg38_LRRC38
hg38_ENSG00000259961	hg38_RP4-597A16.2
hg38_ENSG00000162493	hg38_PDPN
hg38_ENSG00000237445	hg38_CTA-520D8.2
hg38_ENSG00000116731	hg38_PRDM2
hg38_ENSG00000231606	hg38_RP11-344F13.1
hg38_ENSG00000234593	hg38_RP4-704D23.1
hg38_ENSG00000189337	hg38_KAZN
hg38_ENSG00000175147	hg38_TMEM51-AS1
hg38_ENSG00000171729	hg38_TMEM51
hg38_ENSG00000204464	hg38_C1orf195
hg38_ENSG00000142621	hg38_FHAD1
hg38_ENSG00000233485	hg38_RP3-467K16.2
hg38_ENSG00000236045	hg38_RP3-467K16.7
hg38_ENSG00000228140	hg38_RP3-467K16.4
hg38_ENSG00000142634	hg38_EFHD2
hg38_ENSG00000162438	hg38_CTRC
hg38_ENSG00000142615	hg38_CELA2A
hg38_ENSG00000215704	hg38_CELA2B
hg38_ENSG00000132906	hg38_CASP9
hg38_ENSG00000116138	hg38_DNAJC16
hg38_ENSG00000272510	hg38_RP4-680D5.8
hg38_ENSG00000116771	hg38_AGMAT
hg38_ENSG00000237301	hg38_RP4-680D5.2
hg38_ENSG00000197312	hg38_DDI2
hg38_ENSG00000215695	hg38_RSC1A1
hg38_ENSG00000271742	hg38_RP4-680D5.9
hg38_ENSG00000116786	hg38_PLEKHM2
hg38_ENSG00000237938	hg38_RP11-288I21.1
hg38_ENSG00000162461	hg38_SLC25A34
hg38_ENSG00000224459	hg38_RP11-169K16.4
hg38_ENSG00000162460	hg38_TMEM82
hg38_ENSG00000162458	hg38_FBLIM1
hg38_ENSG00000233954	hg38_UQCRHL
hg38_ENSG00000179743	hg38_FLJ37453
hg38_ENSG00000065526	hg38_SPEN
hg38_ENSG00000116809	hg38_ZBTB17
hg38_ENSG00000183888	hg38_C1orf64
hg38_ENSG00000233078	hg38_RP11-5P18.5
hg38_ENSG00000173641	hg38_HSPB7
hg38_ENSG00000186510	hg38_CLCNKA
hg38_ENSG00000184908	hg38_CLCNKB
hg38_ENSG00000185519	hg38_FAM131C
hg38_ENSG00000142627	hg38_EPHA2
hg38_ENSG00000227959	hg38_RP11-276H7.2
hg38_ENSG00000224621	hg38_RP11-276H7.3
hg38_ENSG00000234166	hg38_ARHGEF19-AS1
hg38_ENSG00000142632	hg38_ARHGEF19
hg38_ENSG00000132881	hg38_RSG1
hg38_ENSG00000037637	hg38_FBXO42
hg38_ENSG00000055070	hg38_SZRD1
hg38_ENSG00000187144	hg38_SPATA21
hg38_ENSG00000157191	hg38_NECAP2
hg38_ENSG00000226029	hg38_RP4-798A10.2
hg38_ENSG00000261135	hg38_RP4-798A10.7
hg38_ENSG00000224174	hg38_RP4-798A10.4
hg38_ENSG00000233421	hg38_RP5-875O13.1
hg38_ENSG00000268991	hg38_FAM231C
hg38_ENSG00000219481	hg38_NBPF1
hg38_ENSG00000271732	hg38_RP5-1182A14.5
hg38_ENSG00000282143	hg38_RP1-163M9.8
hg38_ENSG00000237847	hg38_FAM231A
hg38_ENSG00000279151	hg38_RP1-163M9.7
hg38_ENSG00000279132	hg38_FAM231C
hg38_ENSG00000282740	hg38_RP5-1182A14.7
hg38_ENSG00000058453	hg38_CROCC
hg38_ENSG00000223643	hg38_RP11-108M9.1
hg38_ENSG00000230239	hg38_RP11-108M9.2
hg38_ENSG00000228549	hg38_RP11-108M9.3
hg38_ENSG00000238142	hg38_RP11-108M9.4
hg38_ENSG00000272426	hg38_RP11-108M9.6
hg38_ENSG00000117122	hg38_MFAP2
hg38_ENSG00000226526	hg38_RP1-37C10.3
hg38_ENSG00000159363	hg38_ATP13A2
hg38_ENSG00000117118	hg38_SDHB
hg38_ENSG00000117115	hg38_PADI2
hg38_ENSG00000204362	hg38_RP11-380J14.1
hg38_ENSG00000282843	hg38_RP11-380J14.4
hg38_ENSG00000142623	hg38_PADI1
hg38_ENSG00000142619	hg38_PADI3
hg38_ENSG00000159339	hg38_PADI4
hg38_ENSG00000280226	hg38_AC004824.2
hg38_ENSG00000276747	hg38_PADI6
hg38_ENSG00000227751	hg38_RP1-20B21.4
hg38_ENSG00000179051	hg38_RCC2
hg38_ENSG00000074964	hg38_ARHGEF10L
hg38_ENSG00000236648	hg38_RP11-473A10.2
hg38_ENSG00000117148	hg38_ACTL8
hg38_ENSG00000261781	hg38_RP11-174G17.2
hg38_ENSG00000117154	hg38_IGSF21
hg38_ENSG00000230035	hg38_RP11-174G17
hg38_ENSG00000225387	hg38_RP11-422P22.1
hg38_ENSG00000179023	hg38_KLHDC7A
hg38_ENSG00000009709	hg38_PAX7
hg38_ENSG00000179002	hg38_TAS1R2
hg38_ENSG00000255275	hg38_RP13-279N23.2
hg38_ENSG00000159423	hg38_ALDH4A1
hg38_ENSG00000169991	hg38_IFFO2
hg38_ENSG00000127481	hg38_UBR4
hg38_ENSG00000230424	hg38_RP1-43E13.2
hg38_ENSG00000127463	hg38_EMC1
hg38_ENSG00000053372	hg38_MRTO4
hg38_ENSG00000162482	hg38_AKR7A3
hg38_ENSG00000053371	hg38_AKR7A2
hg38_ENSG00000040487	hg38_PQLC2
hg38_ENSG00000077549	hg38_CAPZB
hg38_ENSG00000235185	hg38_RP5-1056L3.1
hg38_ENSG00000173436	hg38_MINOS1
hg38_ENSG00000270136	hg38_MINOS1-NBL1
hg38_ENSG00000158747	hg38_NBL1
hg38_ENSG00000158748	hg38_HTR6
hg38_ENSG00000162542	hg38_TMCO4
hg38_ENSG00000178828	hg38_RNF186
hg38_ENSG00000235434	hg38_RP11-91K11.2
hg38_ENSG00000169914	hg38_OTUD3
hg38_ENSG00000188784	hg38_PLA2G2E
hg38_ENSG00000188257	hg38_PLA2G2A
hg38_ENSG00000127472	hg38_PLA2G5
hg38_ENSG00000117215	hg38_PLA2G2D
hg38_ENSG00000158786	hg38_PLA2G2F
hg38_ENSG00000227066	hg38_RP3-340N1.2
hg38_ENSG00000187980	hg38_PLA2G2C
hg38_ENSG00000225986	hg38_UBXN10-AS1
hg38_ENSG00000162543	hg38_UBXN10
hg38_ENSG00000228105	hg38_RP3-340N1.6
hg38_ENSG00000158816	hg38_VWA5B1
hg38_ENSG00000226664	hg38_RP4-745E8.2
hg38_ENSG00000236963	hg38_LINC01141
hg38_ENSG00000226487	hg38_RP4-749H3.2
hg38_ENSG00000162545	hg38_CAMK2N1
hg38_ENSG00000090432	hg38_MUL1
hg38_ENSG00000183114	hg38_FAM43B
hg38_ENSG00000158825	hg38_CDA
hg38_ENSG00000158828	hg38_PINK1
hg38_ENSG00000117242	hg38_PINK1-AS
hg38_ENSG00000244038	hg38_DDOST
hg38_ENSG00000117245	hg38_KIF17
hg38_ENSG00000189410	hg38_SH2D5
hg38_ENSG00000233069	hg38_RP5-930J4.2
hg38_ENSG00000127483	hg38_HP1BP3
hg38_ENSG00000075151	hg38_EIF4G3
hg38_ENSG00000117298	hg38_ECE1
hg38_ENSG00000236936	hg38_RP3-329E20.2
hg38_ENSG00000231105	hg38_RP5-1071N3.1
hg38_ENSG00000236009	hg38_RP11-293F5.1
hg38_ENSG00000142794	hg38_NBPF3
hg38_ENSG00000162551	hg38_ALPL
hg38_ENSG00000233431	hg38_RP11-63N8.3
hg38_ENSG00000076864	hg38_RAP1GAP
hg38_ENSG00000090686	hg38_USP48
hg38_ENSG00000187942	hg38_LDLRAD2
hg38_ENSG00000142798	hg38_HSPG2
hg38_ENSG00000219073	hg38_CELA3B
hg38_ENSG00000142789	hg38_CELA3A
hg38_ENSG00000228397	hg38_RP1-224A6.3
hg38_ENSG00000218510	hg38_LINC00339
hg38_ENSG00000070831	hg38_CDC42
hg38_ENSG00000271840	hg38_RP1-224A6.9
hg38_ENSG00000162552	hg38_WNT4
hg38_ENSG00000184677	hg38_ZBTB40
hg38_ENSG00000070886	hg38_EPHA8
hg38_ENSG00000173372	hg38_C1QA
hg38_ENSG00000159189	hg38_C1QC
hg38_ENSG00000173369	hg38_C1QB
hg38_ENSG00000133216	hg38_EPHB2
hg38_ENSG00000225952	hg38_RP11-69E9.1
hg38_ENSG00000215906	hg38_LACTBL1
hg38_ENSG00000227868	hg38_C1orf234
hg38_ENSG00000004487	hg38_KDM1A
hg38_ENSG00000240553	hg38_RP1-184J9.2
hg38_ENSG00000169641	hg38_LUZP1
hg38_ENSG00000179546	hg38_HTR1D
hg38_ENSG00000261326	hg38_LINC01355
hg38_ENSG00000125944	hg38_HNRNPR
hg38_ENSG00000125945	hg38_ZNF436
hg38_ENSG00000249087	hg38_ZNF436-AS1
hg38_ENSG00000271420	hg38_RP5-1057J7.7
hg38_ENSG00000204219	hg38_TCEA3
hg38_ENSG00000088280	hg38_ASAP3
hg38_ENSG00000007968	hg38_E2F2
hg38_ENSG00000235052	hg38_RP1-150O5.3
hg38_ENSG00000117318	hg38_ID3
hg38_ENSG00000197880	hg38_MDS2
hg38_ENSG00000142676	hg38_RPL11
hg38_ENSG00000011007	hg38_TCEB3
hg38_ENSG00000236810	hg38_TCEB3-AS1
hg38_ENSG00000057757	hg38_PITHD1
hg38_ENSG00000011009	hg38_LYPLA2
hg38_ENSG00000117308	hg38_GALE
hg38_ENSG00000117305	hg38_HMGCL
hg38_ENSG00000179163	hg38_FUCA1
hg38_ENSG00000188822	hg38_CNR2
hg38_ENSG00000232557	hg38_RP11-4M23.3
hg38_ENSG00000189266	hg38_PNRC2
hg38_ENSG00000188529	hg38_SRSF10
hg38_ENSG00000225315	hg38_RP11-293P20.2
hg38_ENSG00000142661	hg38_MYOM3
hg38_ENSG00000230703	hg38_RP11-293P20.4
hg38_ENSG00000142677	hg38_IL22RA1
hg38_ENSG00000185436	hg38_IFNLR1
hg38_ENSG00000230023	hg38_RP11-10N16.2
hg38_ENSG00000232298	hg38_RP11-10N16.3
hg38_ENSG00000158055	hg38_GRHL3
hg38_ENSG00000001460	hg38_STPG1
hg38_ENSG00000001461	hg38_NIPAL3
hg38_ENSG00000117602	hg38_RCAN3
hg38_ENSG00000264443	hg38_RP4-594I10.3
hg38_ENSG00000184454	hg38_NCMAP
hg38_ENSG00000133226	hg38_SRRM1
hg38_ENSG00000169504	hg38_CLIC4
hg38_ENSG00000020633	hg38_RUNX3
hg38_ENSG00000229162	hg38_RP11-84D1.1
hg38_ENSG00000261025	hg38_RP11-84D1.2
hg38_ENSG00000233755	hg38_RP4-799D16.1
hg38_ENSG00000231953	hg38_RP4-706G24.1
hg38_ENSG00000117614	hg38_SYF2
hg38_ENSG00000117616	hg38_RSRP1
hg38_ENSG00000272432	hg38_RP3-465N24.6
hg38_ENSG00000187010	hg38_RHD
hg38_ENSG00000183726	hg38_TMEM50A
hg38_ENSG00000188672	hg38_RHCE
hg38_ENSG00000204178	hg38_TMEM57
hg38_ENSG00000157978	hg38_LDLRAP1
hg38_ENSG00000225643	hg38_RP11-70P17.1
hg38_ENSG00000117643	hg38_MAN1C1
hg38_ENSG00000233478	hg38_RP1-187B23.1
hg38_ENSG00000162430	hg38_SEPN1
hg38_ENSG00000255054	hg38_RP1-317E23.6
hg38_ENSG00000228172	hg38_RP1-317E23.3
hg38_ENSG00000117640	hg38_MTFR1L
hg38_ENSG00000272478	hg38_RP1-317E23.7
hg38_ENSG00000127423	hg38_AUNIP
hg38_ENSG00000236528	hg38_RP1-125I3.2
hg38_ENSG00000182749	hg38_PAQR7
hg38_ENSG00000117632	hg38_STMN1
hg38_ENSG00000158006	hg38_PAFAH2
hg38_ENSG00000158008	hg38_EXTL1
hg38_ENSG00000158014	hg38_SLC30A2
hg38_ENSG00000158022	hg38_TRIM63
hg38_ENSG00000175087	hg38_PDIK1L
hg38_ENSG00000197245	hg38_FAM110D
hg38_ENSG00000282872	hg38_RP11-96L14.8
hg38_ENSG00000236782	hg38_RP11-96L14.7
hg38_ENSG00000142684	hg38_ZNF593
hg38_ENSG00000142675	hg38_CNKSR1
hg38_ENSG00000188782	hg38_CATSPER4
hg38_ENSG00000130695	hg38_CEP85
hg38_ENSG00000142669	hg38_SH3BGRL3
hg38_ENSG00000158062	hg38_UBXN11
hg38_ENSG00000169442	hg38_CD52
hg38_ENSG00000176092	hg38_AIM1L
hg38_ENSG00000176083	hg38_ZNF683
hg38_ENSG00000131914	hg38_LIN28A
hg38_ENSG00000117682	hg38_DHDDS
hg38_ENSG00000225891	hg38_RP3-476K8.3
hg38_ENSG00000198830	hg38_HMGN2
hg38_ENSG00000117676	hg38_RPS6KA1
hg38_ENSG00000260063	hg38_RP5-968P14.2
hg38_ENSG00000117713	hg38_ARID1A
hg38_ENSG00000060642	hg38_PIGV
hg38_ENSG00000204160	hg38_ZDHHC18
hg38_ENSG00000175793	hg38_SFN
hg38_ENSG00000142751	hg38_GPN2
hg38_ENSG00000226698	hg38_RP1-50O24.6
hg38_ENSG00000198746	hg38_GPATCH3
hg38_ENSG00000090273	hg38_NUDC
hg38_ENSG00000131910	hg38_NR0B2
hg38_ENSG00000175707	hg38_KDF1
hg38_ENSG00000253368	hg38_TRNP1
hg38_ENSG00000158246	hg38_FAM46B
hg38_ENSG00000280403	hg38_AL137860.1
hg38_ENSG00000090020	hg38_SLC9A1
